ti8,"fici$", True,4,False, "de yo a el/ella/ellxs 'orden'",True,100
ti4,"fe$", True,4,False, "'hazlo a el/ella/es@'  'orden'",True,100
dO0,"etew|etu|eto$", True,2,False, "se refiere a lo que hicieron o quien lo hizo (3ras personas a cualquiera; se usa con posesivos para ser más claro, con futuro se puede hablar de propósito)",True,100
dO1,"y{0,1}[ve]m$", True,2,False, "sirve para hablar de 'cada vez que'",True,100
dO2,"e{0,1}ntu$", True,2,False, "sirve para hacer conjuntos de cosas",True,100
dO3,"y{0,1}em$", True,2,False, "puede servir para expresar algo que ya no corre",True,100
dO4,"pey[ve]m$", True,2,False, "Herramienta o lugar para hacer una acción",True,100
dO5,"wem[uo]m$", True,2,False, "con números expresa cantida de días hacia atrás",True,100
dO6,"y{0,1}al$", True,2,False, "sirve para expresar propósito o una acción sin conjugar",True,100
dO7,"[uw]ma$", True,2,False, "indica una persona o cosa que ya hizo la acción del verbo",True,100
dO8,"m[uo]m$", True,2,False, "forma sustantivo que indica que un hecho ya ha sucedido",True,100
dO10,"fiel$", True,2,False, "sirve para las transiciones indica una acción hecha sobre otrx(s)",True,100
dO11,"wen$", True,2,False, "sirve para expresar relaciones entre personas ",True,100
dO12,"fel$", True,2,False, "puede servir para expresar un deseo. también acción en el pasado",True,100
dO13,"ke$", True,2,False, "con adjetivos 'pluraliza'",True,100
dO14,"ci$", True,2,False, "sirve para hacer adjetivos",True,100
dO15,"we$", True,2,False, "Herramienta o lugar para hacer una acción o donde resalta un elemento",True,100
dO16,"fe$", True,2,False, "alguien que suele hacer esta acción como oficio por ejemplo",True,100
dO17,"el$", True,2,False, "expresa acciones o resultados de esta en el pasado",True,100
dO18,"lu$", True,2,False, "se puede referir a una persona o a una característica de esta, también sirve para decir 'cuando'",True,100
dO19,"am$", True,2,False, "sirve para expresar propósito",True,100
dO20,"v{0,1}n$", True,2,False, "verbo sin conjugar",True,100
